NC_001731.1	10280
NC_001611.1	10255
NC_001364.1	2170203
NC_014529.1	204269
NC_010810.1	1425211
NC_006501.1	55987
NC_006503.1	55987
NC_006502.1	55987
NC_006499.1	55987
NC_006498.1	55987
NC_001490.1	12131
NC_024769.1	2847848
NC_024120.1	2902768
NC_023425.1	2907992
NC_007920.1	2847098
NC_006430.1	2905673
NC_005040.1	2847998
NC_004064.1	2847999
NC_003323.1	194443
NC_000940.1	2849715
NC_000858.1	194440
NC_008714.1	2849103
NC_006942.1	2908018
NC_006563.1	2908011
NC_006505.1	2907958
NC_006439.1	2905917
NC_006313.1	2907957
NC_018871.1	1241933
NC_016992.1	1159906
NC_016996.1	1159902
NC_016995.1	1159908
NC_016993.1	1159903
NC_014470.1	864596
NC_010438.1	694001
NC_009988.1	693998
NC_009657.1	693999
NC_005831.2	277944
NC_021168.1	1298385
NC_026760.1	2843704
NC_022127.1	2755028
NC_022129.1	2755028
NC_022128.1	2755028
NC_006553.1	2870363
NC_001524.1	2885846
NC_016991.1	1159907
NC_002645.1	11137
NC_003801.1	46618
NC_023421.1	1420600
NC_020803.1	1256869
NC_002200.1	2560602
NC_025962.1	1580497
NC_025678.1	1560346
NC_024684.1	874272
NC_024474.1	764030
NC_024150.1	943083
NC_022563.1	240426
NC_022266.1	909210
NC_020487.1	994672
NC_020485.1	585059
NC_017825.1	1123958
NC_016437.1	1520004
NC_015932.1	696069
NC_015455.1	1520002
NC_015225.1	995022
NC_015230.1	1932931
NC_015123.1	712037
NC_014899.1	931972
NC_013804.1	129726
NC_012959.1	651580
NC_012584.1	573199
NC_011202.1	108098
NC_011203.1	108098
NC_010956.1	130310
NC_009989.1	189830
NC_006879.1	310540
NC_003266.2	130308
NC_006144.1	38420
NC_002685.2	130499
NC_002702.1	45370
NC_002513.1	114429
NC_002501.1	114102
NC_001958.1	41678
NC_001876.1	10510
NC_001813.1	130328
NC_001734.1	10537
NC_001460.1	129875
NC_001454.1	130309
NC_000942.1	129956
NC_020074.1	111167
NC_025344.1	2482952
NC_006579.1	270473
NC_001989.1	3136119
NC_001781.1	11250
NC_009021.1	694006
NC_009020.1	694008
NC_009019.1	694007
NC_006577.2	290028
NC_004718.3	227984
NC_003973.1	2773288
NC_002232.1	2772507
NC_026011.1	1590370
NC_017083.1	1160968
NC_001846.1	11138
NC_024770.1	2764087
NC_018400.1	2764087
NC_012936.1	502102
NC_003045.1	11128
NC_020236.1	881944
NC_010354.1	2758977
NC_025217.1	1541205
NC_019843.3	1335626
NC_026767.1	2758139
NC_019946.1	86502
NC_007000.2	300879
NC_006999.2	300879
NC_013268.1	545259
NC_013267.1	545259
NC_013266.1	545259
NC_007001.1	300879
NC_003449.1	35297
NC_025892.1	1236395
NC_019858.1	1891739
NC_019857.1	1891738
NC_019856.1	1891737
NC_019855.1	1891736
NC_019850.1	1236407
NC_021153.1	1281454
NC_012532.1	64320
NC_009942.1	11082
NC_001563.2	11082
NC_025673.1	1562039
NC_026797.1	1633878
NC_025672.1	1562038
NC_001475.2	11069
NC_001474.2	11060
NC_004102.1	41856
NC_002640.1	11070
NC_024889.1	1416349
NC_013699.1	459770
NC_024018.2	188938
NC_022619.1	1408133
NC_014952.1	931209
NC_014953.1	931210
NC_014954.1	909330
NC_014956.1	909333
NC_013590.2	10334
NC_012735.1	164416
NC_012534.1	64290
NC_012533.1	64311
NC_012213.1	565537
NC_011829.1	569195
NC_009530.1	436447
NC_009333.1	37296
NC_008495.1	361731
NC_004020.1	191436
NC_004019.1	191436
NC_004018.1	191436
NC_002690.1	12288
NC_001669.1	1891767
NC_026623.1	64305
NC_018705.3	64292
NC_017086.1	631267
NC_016997.1	985683
NC_009028.2	59563
NC_009029.2	44024
NC_012932.1	390845
NC_012671.1	643132
NC_008604.2	390844
NC_007580.2	11080
NC_006551.1	64286
NC_005064.1	218849
NC_001437.1	11072
NC_026624.1	64317
NC_026620.1	64299
NC_023439.1	1456752
NC_023424.1	40004
NC_021069.1	673515
NC_008718.1	64283
NC_008719.1	44026
NC_005062.1	12542
NC_004119.1	64312
NC_003996.1	161675
NC_003690.1	11085
NC_003687.1	11083
NC_003675.1	64285
NC_003676.1	64280
NC_003635.1	64300
NC_000943.1	11079
NC_001809.1	11086
NC_001672.1	11084
NC_001655.1	2847087
NC_002031.1	11089
NC_009824.1	356114
NC_009827.1	42182
NC_009823.1	40271
NC_009826.1	33746
NC_009825.1	33745
NC_001477.1	11053
NC_014373.1	565995
NC_004162.2	37124
NC_023162.1	2870354
NC_008987.1	265522
NC_026439.1	1965064
NC_013135.1	666363
NC_024810.1	1532882
NC_027209.1	1661396
NC_027215.1	260377
NC_027214.1	1661395
NC_027212.1	1608533
NC_027211.1	2560614
NC_027210.1	369752
NC_027208.1	1661062
NC_027199.1	1631554
NC_027198.1	1432563
NC_027142.1	1213620
NC_027141.1	1213620
NC_027140.1	1213620
NC_027139.1	1654339
NC_027138.1	1654339
NC_027137.1	3052321
NC_027136.1	3052318
NC_027135.1	3052321
NC_027134.1	3052318
NC_027131.1	1471299
NC_027129.1	1504732
NC_027128.1	1654357
NC_027126.1	1654355
NC_027124.1	1658615
NC_027123.1	1602124
NC_027122.1	1615583
NC_008520.2	31507
NC_027121.1	1654603
NC_027117.1	1622024
NC_027059.1	687387
NC_027054.1	1156769
NC_027040.1	44560
NC_027016.1	1667587
NC_001806.2	10298
NC_026946.1	1647924
NC_026945.1	1642515
NC_026944.1	2170103
NC_026943.1	1642018
NC_018571.2	646010
NC_026248.1	1592930
NC_026942.1	1634381
NC_026922.1	1642929
NC_026921.1	1641896
NC_026819.1	1634914
NC_026816.1	1501716
NC_026815.1	3052712
NC_026814.1	1157338
NC_026812.1	1611837
NC_026762.1	1623685
NC_026771.1	1631303
NC_026770.1	1623689
NC_026769.1	1623688
NC_026768.1	1623687
NC_026766.1	1623686
NC_026765.1	1629657
NC_026764.1	1629656
NC_026763.1	1633139
NC_026761.1	1632184
NC_026759.1	46076
NC_026733.1	1629132
NC_026732.1	1435457
NC_026664.1	1619220
NC_026663.1	1619218
NC_026662.1	1619219
NC_026654.1	1618249
NC_026653.1	1618243
NC_026652.1	1618248
NC_026651.1	1618247
NC_026650.1	1618232
NC_026649.1	1618246
NC_026648.1	1618245
NC_026647.1	1618244
NC_026646.1	1618242
NC_026645.1	1618240
NC_026643.1	1618239
NC_026642.1	1618238
NC_026641.1	1618237
NC_026640.1	1619253
NC_026639.1	1618236
NC_026638.1	1618235
NC_026637.1	1618234
NC_026636.1	1618233
NC_026635.1	1618260
NC_026634.1	1618259
NC_026633.1	1618258
NC_026632.1	1618257
NC_026631.1	1618253
NC_026630.1	1618252
NC_026629.1	1618256
NC_026628.1	1618255
NC_026627.1	1618251
NC_026626.1	1618250
NC_026625.1	1618254
NC_026622.1	1562380
NC_026621.1	1562379
NC_026616.2	165250
NC_026619.1	1266451
NC_026617.1	1266451
NC_026615.1	945960
NC_026592.1	1214459
NC_001650.2	12657
NC_026514.1	1611435
NC_026513.1	1611435
NC_026512.1	1611039
NC_026511.1	307454
NC_026510.1	1494074
NC_026509.1	1965063
NC_009528.2	57483
NC_026438.1	641809
NC_026437.1	641809
NC_025218.2	1353795
NC_026436.1	641809
NC_026435.1	641809
NC_026434.1	641809
NC_026433.1	641809
NC_026432.1	641809
NC_026431.1	641809
NC_026473.1	1608323
NC_026472.1	1561150
NC_026470.1	2870348
NC_026430.1	1592576
NC_026429.1	1332244
NC_026428.1	1332244
NC_026427.1	1332244
NC_026426.1	1332244
NC_026425.1	1332244
NC_026424.1	1332244
NC_026423.1	1332244
NC_026422.1	1332244
NC_026421.1	10371
NC_026316.1	1603964
NC_026315.1	1603963
NC_026253.1	1602199
NC_026283.1	1590836
NC_026282.1	1590836
NC_026281.1	1590836
NC_026280.1	1592102
NC_026279.1	1592101
NC_026278.1	1592100
NC_026277.1	1592099
NC_026276.1	1592098
NC_026275.1	1592097
NC_026274.1	1592096
NC_026273.1	1592095
NC_026272.1	1590173
NC_026271.1	1592094
NC_026270.1	1592093
NC_026269.1	1592092
NC_026268.1	1592335
NC_026267.1	1592091
NC_026266.1	1592090
NC_026265.1	1592089
NC_026264.1	1592088
NC_026263.1	1592087
NC_026262.1	1592086
NC_026261.1	1590156
NC_026260.1	1592085
NC_026259.1	1592084
NC_026258.1	1592083
NC_026257.1	1592082
NC_026256.1	1592104
NC_026255.1	1592103
NC_026251.1	1519097
NC_026250.1	1591444
NC_026249.1	1564115
NC_026247.1	3052306
NC_026246.1	3052306
NC_026245.1	1590172
NC_026244.1	2170102
NC_026243.1	1590155
NC_026241.1	1590154
NC_026240.1	167020
NC_026239.1	167018
NC_026238.1	198310
NC_026242.1	1546257
NC_026141.2	1590650
NC_026135.1	1580605
NC_026140.1	1566868
NC_026139.1	1568973
NC_026138.1	1566011
NC_026136.1	1580606
NC_026019.1	3052330
NC_026018.1	3052330
NC_026015.1	1588049
NC_026012.1	1588048
NC_025967.1	1493829
NC_025966.1	1514665
NC_025965.1	1126383
NC_025964.1	1076345
NC_025961.1	1582094
NC_025960.1	1580580
NC_025959.1	1574422
NC_010277.2	493803
NC_001663.2	1891729
NC_001515.2	179241
NC_025899.1	1891756
NC_025898.1	1891720
NC_025896.1	1891758
NC_025895.1	1891768
NC_025894.1	1286213
NC_025893.1	1516127
NC_025891.1	1581151
NC_025890.1	1578826
NC_025889.1	1516128
NC_025835.1	1541119
NC_025853.1	1577776
NC_025852.1	1577776
NC_025851.1	1577776
NC_025850.1	1577776
NC_025849.1	1577776
NC_025848.1	1577776
NC_025847.1	1577776
NC_025846.1	1577776
NC_025845.1	1577776
NC_025844.1	1577776
NC_025843.1	1577776
NC_025842.1	1577776
NC_025841.1	1577776
NC_025840.1	1577776
NC_025839.1	1577776
NC_025838.1	1577776
NC_025837.1	1577997
NC_025836.1	1574287
NC_025834.1	1571533
NC_025833.1	1381104
NC_025832.1	1381104
NC_025831.1	1381104
NC_025825.1	1513315
NC_025821.1	443746
NC_025811.1	1578134
NC_025810.1	1388882
NC_025809.1	1388882
NC_025808.1	1388882
NC_025807.1	1388882
NC_025806.1	1388882
NC_025805.1	1388882
NC_025804.1	1388882
NC_025803.1	1388882
NC_025802.1	1388882
NC_025801.1	1388882
NC_025800.1	1561705
NC_025799.1	1566309
NC_025798.1	1566309
NC_025797.1	1566309
NC_025796.1	1566309
NC_025795.1	1566309
NC_025794.1	1566309
NC_025793.1	1566309
NC_025792.1	1572239
NC_025791.1	1987737
NC_025790.1	1572341
NC_025789.1	12432
NC_025788.1	1566869
NC_025727.1	1535291
NC_025726.1	1535290
NC_025725.1	1547577
NC_022517.1	11764
NC_025435.1	1564903
NC_025432.1	1565990
NC_025724.1	1379725
NC_025723.1	1379723
NC_025722.1	1379722
NC_025720.1	1379720
NC_025719.1	1379719
NC_025718.1	1379718
NC_025717.1	1379717
NC_025716.1	1379715
NC_025715.1	1379714
NC_025714.1	1379713
NC_025713.1	1379712
NC_025712.1	1379711
NC_025711.1	1379710
NC_025710.1	1379709
NC_025709.1	1379708
NC_025708.1	1379707
NC_025706.1	1379695
NC_025705.1	1379692
NC_025684.1	1105386
NC_025683.1	1105385
NC_025682.1	1105383
NC_025681.1	994388
NC_025680.1	232380
NC_025679.1	1562065
NC_025677.1	1562066
NC_025676.1	1564182
NC_025675.1	1562064
NC_025674.1	1527523
NC_003092.2	38143
NC_025484.1	1464778
NC_025483.1	1464778
NC_025482.1	1464778
NC_025481.1	722755
NC_025478.1	722755
NC_025477.1	722755
NC_025475.1	1568974
NC_025474.1	2169853
NC_025469.1	1425363
NC_025468.1	1425362
NC_025381.1	233051
NC_008310.2	185955
NC_007915.3	282786
NC_007017.2	167019
NC_024809.1	1532882
NC_025476.1	1506568
NC_025493.1	1567404
NC_025492.1	1567404
NC_025491.1	1567404
NC_025490.1	1567404
NC_025489.1	1567404
NC_025488.1	1567404
NC_025487.1	1567404
NC_025486.1	1567404
NC_025485.1	1567404
NC_024918.1	1427476
NC_024917.1	1427476
NC_024916.1	1427476
NC_024915.1	1427476
NC_024914.1	1427476
NC_024913.1	1427476
NC_024912.1	1427476
NC_024911.1	1427476
NC_024910.1	1427476
NC_024700.1	1530454
NC_024699.1	1532180
NC_024920.1	1427476
NC_024919.1	1427476
NC_025410.1	798072
NC_025408.1	642022
NC_025407.1	2560310
NC_025406.1	1511639
NC_025405.1	1348439
NC_025404.1	1261101
NC_025403.1	1261100
NC_025402.1	3052733
NC_025401.1	1491491
NC_025400.1	1229186
NC_025399.1	318852
NC_025397.1	764599
NC_025396.1	318835
NC_025395.1	1479613
NC_025394.1	1972569
NC_025393.1	1972683
NC_025391.1	318843
NC_025390.1	2560326
NC_025389.1	488317
NC_025388.1	351427
NC_025387.1	936149
NC_025386.1	120499
NC_025385.1	237716
NC_025384.1	936308
NC_025383.1	1483724
NC_025382.1	1481139
NC_025359.1	698672
NC_025352.1	1474807
NC_025380.1	928214
NC_025378.1	1972567
NC_025377.1	249584
NC_025376.1	2847096
NC_025373.1	3052594
NC_025371.1	1288358
NC_025370.1	1891735
NC_025368.1	928211
NC_025367.1	1561172
NC_025366.1	1561171
NC_025365.1	746543
NC_025364.1	1972570
NC_025363.1	2560320
NC_025362.1	1272959
NC_025361.1	2560315
NC_025360.1	381543
NC_025358.1	318834
NC_025357.1	1560351
NC_025356.1	219584
NC_025355.1	1117633
NC_025353.1	198833
NC_025351.1	1221391
NC_025350.1	798074
NC_025348.1	798073
NC_025347.1	2560317
NC_025346.1	1161132
NC_025345.1	1195087
NC_025343.1	1452514
NC_025342.1	1428456
NC_025341.1	1408144
NC_025340.1	1459044
NC_025266.1	1266458
NC_025265.1	1266458
NC_025259.1	1552409
NC_025257.1	307444
NC_025256.1	2847089
NC_025255.1	1046251
NC_025254.1	114922
NC_025253.1	1027468
NC_025252.1	1503864
NC_025251.1	1072176
NC_025250.1	326202
NC_025247.1	459957
NC_025246.1	1959744
NC_025214.1	1547580
NC_025219.1	1541211
NC_025216.1	1548712
NC_025215.1	1548711
NC_023420.2	1427476
NC_025114.1	1547495
NC_025113.1	1546178
NC_025112.1	1546177
NC_024908.1	1543419
NC_024906.1	1543207
NC_024779.1	333968
NC_024895.1	1513489
NC_024894.1	1513489
NC_024893.1	1036963
NC_024891.1	1427157
NC_024890.1	1427156
NC_024888.1	1391667
NC_024887.1	11023
NC_024808.1	1538549
NC_024806.1	649187
NC_024805.1	1445557
NC_024781.1	3052505
NC_024778.1	1881951
NC_024776.1	2170122
NC_024775.1	2170124
NC_024774.1	2170125
NC_024773.1	2170123
NC_024772.1	2170121
NC_024771.1	80341
NC_024768.1	1534547
NC_024767.1	1534546
NC_024766.1	1534545
NC_024765.1	1534544
NC_024709.1	1986118
NC_024692.1	1529056
NC_024703.1	1532031
NC_024702.1	1034377
NC_024701.1	1538452
NC_024696.1	768738
NC_024694.1	1525173
NC_024693.1	1489312
NC_024691.1	1516081
NC_024690.1	1516080
NC_024689.1	2004486
NC_024687.1	875323
NC_024686.1	1472425
NC_024685.1	1523858
NC_024498.1	1522059
NC_024510.1	40060
NC_024509.1	40060
NC_024508.1	40060
NC_024507.1	40060
NC_024506.1	40060
NC_024505.1	40060
NC_024504.1	40060
NC_024503.1	40060
NC_024500.1	40060
NC_024499.1	40060
NC_024497.1	1521188
NC_024496.1	1216928
NC_024495.1	1216928
NC_024494.1	1216928
NC_024493.1	683176
NC_024492.1	683176
NC_024491.1	1431395
NC_024489.1	1522179
NC_024488.1	1500866
NC_024487.1	1500865
NC_024485.1	1476202
NC_024484.1	1521392
NC_024483.1	1521391
NC_024482.1	1521390
NC_024481.1	1521389
NC_024480.1	1521388
NC_024479.1	1521387
NC_024478.1	1521386
NC_024477.1	1521385
NC_024476.1	1520332
NC_024473.1	11280
NC_024472.1	1518575
NC_024471.1	2170240
NC_024458.1	1176736
NC_024457.1	59817
NC_024455.1	1514896
NC_024454.1	740933
NC_024452.1	717641
NC_024450.1	1510155
NC_024449.1	1424279
NC_024376.1	1424280
NC_024445.1	1508712
NC_024444.1	1508711
NC_024443.1	1508710
NC_024382.1	138184
NC_024377.1	1454041
NC_024306.1	1343901
NC_024303.1	1504288
NC_024305.1	932073
NC_024304.1	932073
NC_024301.1	1505530
NC_024300.1	1463817
NC_024298.1	1502101
NC_024297.1	1435485
NC_024296.1	1715291
NC_020073.2	208086
NC_007816.2	165432
NC_001265.2	11986
NC_000939.2	44562
NC_024151.1	1485922
NC_024119.1	1488557
NC_024118.1	1497391
NC_024116.1	1498504
NC_024115.1	1497019
NC_024114.1	1172985
NC_024113.1	1172985
NC_024112.1	1172985
NC_024111.1	1172985
NC_003821.3	11988
NC_005338.2	333968
NC_024078.1	1493858
NC_024077.1	1495316
NC_024076.1	1495866
NC_024075.1	1495866
NC_024074.1	1495866
NC_024073.1	47681
NC_024070.1	1511807
NC_024031.1	1489836
NC_024017.1	1485186
NC_024016.1	1487185
NC_024013.1	75574
NC_024012.1	75574
NC_024009.1	1317107
NC_023989.1	1492296
NC_023988.1	1483681
NC_023987.1	1481453
NC_023986.1	1482319
NC_023985.1	1482734
NC_023984.1	1233383
NC_023983.1	1211481
NC_023680.1	1284208
NC_023871.1	1234886
NC_023870.1	1234884
NC_023872.1	1234887
NC_023869.1	1234880
NC_023868.1	1234881
NC_023866.1	1234883
NC_023886.1	1234879
NC_023878.1	1475063
NC_023895.1	1163708
NC_023894.1	1480065
NC_023893.1	2003398
NC_023892.1	1468172
NC_023891.1	1478160
NC_023873.1	1472717
NC_023888.1	1346815
NC_023887.1	2170130
NC_023885.1	1475143
NC_023884.1	1282444
NC_023883.1	1282443
NC_023882.1	1163703
NC_023879.1	1353241
NC_023877.1	1475062
NC_023851.1	1229325
NC_023850.1	1229324
NC_023843.1	1224510
NC_023864.1	1476487
NC_023860.1	1472911
NC_023858.1	1330070
NC_023855.1	1234878
NC_023854.1	1234874
NC_023853.1	1234872
NC_023852.1	1226723
NC_023849.1	1225069
NC_023845.1	1219896
NC_023844.1	1985374
NC_023842.1	1469956
NC_023766.1	1382279
NC_023765.1	1382279
NC_023812.1	1440170
NC_023822.1	226613
NC_023821.1	226613
NC_023820.1	1462685
NC_023819.1	226613
NC_023818.1	1462685
NC_023817.1	1462685
NC_023816.1	226613
NC_023815.1	226613
NC_023814.1	226613
NC_023813.1	226613
NC_023764.1	3052319
NC_023763.1	3052319
NC_023762.1	1303019
NC_023761.1	1303019
NC_023760.1	766791
NC_023685.1	1411681
NC_023684.1	1411681
NC_023681.1	78219
NC_023677.1	332937
NC_023676.1	1228012
NC_023675.1	1105379
NC_023674.1	1105378
NC_023673.1	1165907
NC_023639.1	1128151
NC_023641.1	1468454
NC_023638.1	1105381
NC_023637.1	1105380
NC_023636.1	1093928
NC_023635.1	904698
NC_023634.1	904698
NC_023633.1	904698
NC_023632.1	1027244
NC_023631.1	1027245
NC_023630.1	1027247
NC_023629.1	1027248
NC_023628.1	160842
NC_023627.1	1464786
NC_023626.1	67585
NC_023598.1	1435446
NC_023547.1	1460374
NC_023496.1	990304
NC_023495.1	1382295
NC_023494.1	1382295
NC_023493.1	1382295
NC_023492.1	1382295
NC_023491.1	1382295
NC_023490.1	1382295
NC_023489.1	1382295
NC_023488.1	1382295
NC_023487.1	1382295
NC_023486.1	1382295
NC_023485.1	1459800
NC_023483.1	1460071
NC_023442.1	74320
NC_023440.1	1457165
NC_023436.1	1454022
NC_023435.1	1454030
NC_023434.1	1454029
NC_023433.1	1454028
NC_023432.1	1454027
NC_023431.1	1454026
NC_023430.1	1454025
NC_023429.1	1454024
NC_023428.1	1454023
NC_023427.1	1454021
NC_023422.1	1452516
NC_023339.1	270256
NC_023312.1	1303385
NC_023311.1	1436892
NC_023310.1	1436892
NC_023309.1	1436892
NC_023308.1	1436892
NC_023307.1	2038729
NC_023306.1	2038729
NC_023305.1	2038729
NC_023304.1	2038729
NC_023303.1	1436892
NC_023302.1	2038729
NC_023301.1	2038729
NC_023300.1	2038729
NC_023299.1	2038729
NC_023298.1	1436892
NC_023297.1	1436892
NC_023296.1	1436892
NC_023295.1	3241188
NC_023043.1	764348
NC_023042.1	764348
NC_023041.1	764348
NC_023040.1	764348
NC_023039.1	764348
NC_023034.1	1384631
NC_023177.1	1987479
NC_023022.1	1432857
NC_023021.1	1432856
NC_023178.1	1352235
NC_023176.1	412969
NC_023175.1	1406816
NC_023161.1	753670
NC_023160.1	753670
NC_023159.1	753670
NC_023158.1	753670
NC_023157.1	753670
NC_023156.1	753670
NC_023155.1	753670
NC_023154.1	753670
NC_023153.1	1435008
NC_023023.1	1432565
NC_023020.1	1241957
NC_023017.1	1432135
NC_023016.1	1432135
NC_023014.1	320856
NC_004553.3	218923
NC_023008.1	1394033
NC_022978.1	940280
NC_022961.1	12430
NC_022897.1	1419711
NC_022896.1	1423347
NC_022895.1	1421055
NC_022894.1	1400526
NC_022892.1	1420545
NC_022802.1	1416021
NC_022801.1	1416026
NC_022800.1	1417756
NC_022799.1	257464
NC_022798.1	257464
NC_022789.1	1415628
NC_022788.1	1415627
NC_022787.1	237020
NC_022755.1	1972564
NC_022748.1	1414671
NC_022745.1	1414644
NC_022646.1	1986291
NC_022647.1	1408129
NC_022645.1	223264
NC_022644.1	223264
NC_022642.1	40052
NC_022641.1	40052
NC_022640.1	40052
NC_022639.1	40052
NC_022638.1	40052
NC_022637.1	40052
NC_022634.1	40052
NC_022636.1	40052
NC_022635.1	40052
NC_022633.1	40052
NC_022632.1	1405807
NC_022631.1	1405807
NC_022630.1	1405807
NC_022629.1	1408137
NC_022628.1	1408137
NC_022627.1	1408137
NC_022626.1	1408137
NC_022625.1	1408137
NC_022624.1	1408137
NC_022623.1	1408137
NC_022622.1	1408137
NC_022621.1	1408137
NC_022620.1	1408137
NC_022617.1	1408894
NC_022616.1	1408894
NC_022615.1	1408895
NC_022614.1	1408895
NC_022611.1	1410467
NC_018872.2	1220025
NC_022597.1	1406134
NC_022596.1	1406134
NC_022595.1	1406134
NC_022586.1	2026195
NC_022581.1	685443
NC_022580.1	666962
NC_022564.1	1404345
NC_022562.1	40061
NC_022561.1	40061
NC_022560.1	40061
NC_022559.1	40061
NC_022558.1	40061
NC_022557.1	40061
NC_022556.1	40061
NC_022555.1	40061
NC_022554.1	40061
NC_022553.1	40061
NC_022519.1	1399914
NC_022518.1	166122
NC_022373.1	1398507
NC_022365.1	262957
NC_022332.1	2870364
NC_019854.2	1236392
NC_022253.1	2259540
NC_022252.1	747056
NC_022251.1	747056
NC_022250.1	747056
NC_022249.1	1389204
NC_022233.1	1608255
NC_022232.1	1392388
NC_022230.1	1391702
NC_022229.1	1391746
NC_005881.2	261939
NC_022131.1	1302848
NC_022104.1	1208310
NC_022103.1	1384461
NC_004763.2	12480
NC_022095.1	1472342
NC_022089.1	1341019
NC_022073.1	1383052
NC_022072.1	1381464
NC_022039.1	1368616
NC_022038.1	1368616
NC_022037.1	1368616
NC_022008.1	1311277
NC_022007.1	1311277
NC_022006.1	649890
NC_022005.1	2169732
NC_022004.1	649890
NC_022003.1	1227355
NC_022002.1	1381007
NC_001906.3	3052223
NC_021923.1	1367203
NC_021930.1	1370094
NC_021928.1	11224
NC_021926.1	204928
NC_021924.1	58094
NC_021874.1	1415665
NC_021873.1	1415665
NC_021851.1	1010616
NC_021786.1	1324128
NC_021736.1	1324959
NC_021735.1	1324959
NC_021705.2	1352511
NC_018381.2	1211480
NC_021719.1	1489311
NC_016660.1	875324
NC_021706.1	1353016
NC_021635.1	994994
NC_021634.1	994994
NC_021633.1	994994
NC_021632.1	994994
NC_021631.1	994994
NC_021630.1	994994
NC_021629.1	994994
NC_021628.1	994994
NC_021627.1	994994
NC_021626.1	994994
NC_021625.1	994994
NC_001493.2	10401
NC_021579.1	1336597
NC_021568.1	1345637
NC_021567.1	1345662
NC_021566.1	1345661
NC_021565.1	1148491
NC_021564.1	1301220
NC_021551.1	10942
NC_021550.1	10942
NC_021549.1	10942
NC_021548.1	10942
NC_021547.1	10942
NC_021546.1	10942
NC_021545.1	10942
NC_021544.1	10942
NC_021543.1	10942
NC_021542.1	10942
NC_021541.1	10942
NC_021482.1	1294177
NC_021484.1	2170101
NC_021483.1	1195796
NC_021481.1	2169987
NC_021472.1	1336600
NC_021341.1	1335768
NC_021245.1	1333313
NC_021244.1	1219465
NC_021243.1	1219465
NC_021242.1	1219465
NC_021223.1	1329781
NC_021222.1	1329781
NC_021220.1	1330520
NC_015784.2	1050407
NC_021206.1	1868219
NC_021205.1	1329381
NC_021204.1	2170119
NC_021203.1	1328031
NC_021202.1	1329380
NC_021201.1	980964
NC_020474.2	146015
NC_021197.1	1198144
NC_008250.2	1006061
NC_021178.1	1150861
NC_021154.1	1321391
NC_021148.1	1323529
